prod_id,avg_rating,rating_count
B003PDH5W0,5.0,1
B003PCWDPU,5.0,1
B003PCRIKA,5.0,1
B003P9W0RE,5.0,1
B003P9VMXC,5.0,1
B003P6IFNA,5.0,1
B003P5SCT8,5.0,1
B003P534SW,5.0,1
B003P44QU8,5.0,1
B003P2V52W,5.0,1
B003P2V52M,5.0,2
B003P0VEAC,5.0,1
B003OZG5NE,5.0,1
B003OXPVEU,5.0,1
B003OUWAQA,5.0,1
B003OUC2YU,5.0,1
B003OUBYRG,5.0,1
B003OSTDPI,5.0,1
B003OSPCJO,5.0,2
B003PSSLJG,5.0,1
B003Q0BPC8,5.0,4
B003QR8XGW,5.0,1
B003Q1FQA4,5.0,1
B003QR0J2I,5.0,1
B003QQLHX4,5.0,1
B003QPH3TC,5.0,1
B003QP423M,5.0,1
B003QP41FG,5.0,1
B003QP41EC,5.0,2
B003QP3M92,5.0,1
B003QLR4WM,5.0,1
B003QLCC8S,5.0,1
B003QLANES,5.0,1
B003QK8GFM,5.0,1
B003QK1VK4,5.0,1
B003QJV2IG,5.0,2
B003QJME5G,5.0,1
B003QJD338,5.0,1
B003QINHZI,5.0,1
B003QIHHY0,5.0,1
B003QIEJRI,5.0,1
B003QFXP3U,5.0,2
B003QFT31I,5.0,1
B003QFIQSE,5.0,2
B003QDXPZU,5.0,1
B003QA9N7W,5.0,1
B003Q9CI48,5.0,1
B003Q5J4NU,5.0,2
B003SX0O16,5.0,1
B003SX0O2A,5.0,1
B003SX0O2K,5.0,2
B003U8HTMG,5.0,2
B003U8GI6E,5.0,1
B003U8GGXE,5.0,1
B003U8ENTI,5.0,1
B003U8ENO8,5.0,1
B003U8CRGY,5.0,1
B003U8CP84,5.0,1
B003U7URH6,5.0,1
B003U7SR0U,5.0,6
B003U7RM9M,5.0,1
B003U7NLKG,5.0,2
B003U7MSLE,5.0,2
B003U7KXI4,5.0,1
B003U6XZNU,5.0,3
B003U65A7E,5.0,1
B003U5E490,5.0,1
B003U4RVQY,5.0,1
B003U4IROY,5.0,2
B003U4F4HM,5.0,1
B003U49W8Y,5.0,1
B003U46G8I,5.0,1
B003U2YCZE,5.0,4
B003U2T9DY,5.0,1
B003TYF6M6,5.0,1
B003TYC9JY,5.0,1
B003TY6GWU,5.0,3
B003U8GIJ6,5.0,1
B003U8HTQ2,5.0,1
B003SX0O34,5.0,1
B003U8HVWY,5.0,1
B003UKJR7E,5.0,1
B003UKH8HU,5.0,1
B003UIZI10,5.0,1
B003UGVHZS,5.0,1
B003UGLDWA,5.0,1
B003UGJFWK,5.0,1
B003UGJFT8,5.0,1
B003UGIDSW,5.0,2
B003UGGB7W,5.0,1
B003UGGAN2,5.0,1
B003UF6XRQ,5.0,1
B003UF1H9U,5.0,1
B003UEY5MW,5.0,1
B003UES8BQ,5.0,1
B003UEIC8K,5.0,1
B003UED50A,5.0,1
B003UCPCB2,5.0,1
B003UCI2CI,5.0,1
B003U9RHM2,5.0,3
B003U8Y1YA,5.0,1
B003U8K69Y,5.0,1
B003U8K65S,5.0,1
B003U8K4DM,5.0,1
B003U8HYVC,5.0,1
B003U8HW0U,5.0,2
B003TY54IW,5.0,1
B003TXYUOC,5.0,1
B003TX81CY,5.0,1
B003TWOH4Q,5.0,1
B003TNMABW,5.0,1
B003TN1CAW,5.0,1
B003TM5D2Q,5.0,1
B003TM3EL8,5.0,3
B003TLYSPA,5.0,1
B003TLTNX2,5.0,1
B003TLLMRC,5.0,1
B003TLJUJE,5.0,1
B003TL2Y1A,5.0,1
B003TJR2HS,5.0,2
B003TJ17E2,5.0,1
B003THMTFA,5.0,1
B003THA7RC,5.0,1
B003TFDUJ6,5.0,3
B003TECP7U,5.0,1
B003TE5UVI,5.0,1
B003TDYU1U,5.0,1
B003T90WY8,5.0,2
B003T4VAF8,5.0,1
B003T4M7PA,5.0,2
B003T0OBBW,5.0,1
B003T0NLPE,5.0,1
B003T0MNYO,5.0,1
B003SXI1UM,5.0,1
B003SX0OU2,5.0,3
B003TO51LW,5.0,1
B003TOE4PQ,5.0,5
B003TOU4CS,5.0,1
B003TSDWUA,5.0,1
B003TW77KC,5.0,1
B003TVKGWO,5.0,1
B003TUBQGU,5.0,1
B003TU9V0S,5.0,1
B003TU07GU,5.0,1
B003TTSHPE,5.0,1
B003TTI60A,5.0,1
B003TSZ3IY,5.0,1
B003TSTDO4,5.0,1
B003TSTDL2,5.0,1
B003TSL5DQ,5.0,1
B003TSDG06,5.0,1
B003TP2PU6,5.0,1
B003TSCZV2,5.0,1
B003TSCZTE,5.0,1
B003TSCZS0,5.0,1
B003TROEBM,5.0,1
B003TR1RZS,5.0,1
B003TR1OEC,5.0,2
B003TQSHYI,5.0,1
B003TQN2VG,5.0,2
B003TPUS3W,5.0,1
B003TPC2JU,5.0,1
B003TP39QA,5.0,1
B003ORS2PQ,5.0,1
B003OGNXZQ,5.0,1
B0041P8EPS,5.0,1
B003LS98G0,5.0,1
B003LR9352,5.0,1
B003LR5HRK,5.0,1
B003LQO4BG,5.0,1
B003LPUYIE,5.0,1
B003LPUUDS,5.0,3
B003LPUN8A,5.0,1
B003LNUZ5I,5.0,1
B003LMPYDW,5.0,1
B003LM2K3Y,5.0,1
B003LLPZFK,5.0,1
B003LL51V8,5.0,2
B003LL1X1A,5.0,1
B003LL1S38,5.0,1
B003LL1S2Y,5.0,1
B003LL1EM8,5.0,4
B003LL19F0,5.0,1
B003LJZUN4,5.0,1
B003LJW77G,5.0,1
B003LJ94IG,5.0,1
B003LJ6NC6,5.0,1
B003LHSY6G,5.0,1
B003LHP2K2,5.0,1
B003LHNOXO,5.0,1
B003LD7IO4,5.0,1
B003LD0BJI,5.0,1
B003LRN53I,5.0,2
B003LTM9W4,5.0,1
B003LCKN24,5.0,1
B003LUCB62,5.0,1
B003M5T2T0,5.0,1
B003M5KJ1K,5.0,1
B003M5GVO4,5.0,1
B003M5F8Y8,5.0,1
B003M567V6,5.0,2
B003M549A2,5.0,1
B003M4UC2C,5.0,1
B003M3A1BK,5.0,3
B003M05LHM,5.0,1
B003LZRAFO,5.0,1
B003LZB8RU,5.0,1
B003LYTXPK,5.0,1
B003LYMHHQ,5.0,1
B003LYKX0E,5.0,1
B003LYKLCO,5.0,4
B003LYJY4K,5.0,1
B003LY7UJ6,5.0,1
B003LY4E04,5.0,1
B003LY3IJC,5.0,2
B003LXPYQ8,5.0,2
B003LX99SC,5.0,1
B003LX8DYI,5.0,1
B003LX8DXO,5.0,1
B003LVZP7S,5.0,1
B003LVCKH6,5.0,1
B003LD07LU,5.0,1
B003LA4QH4,5.0,1
B003OEJLF4,5.0,1
B003KVRU22,5.0,1
B003KURFXC,5.0,1
B003KTN0B4,5.0,1
B003KRQUGS,5.0,1
B003KRBVJE,5.0,1
B003KR3Q4M,5.0,1
B003KQ88LE,5.0,1
B003KQ62SA,5.0,1
B003KPYRJM,5.0,1
B003KPNRGQ,5.0,1
B003KN3K42,5.0,1
B003KN3J2A,5.0,2
B003KN3IXU,5.0,1
B003KHN94O,5.0,1
B003KH4DO4,5.0,1
B003KGZTKW,5.0,1
B003KGBCZS,5.0,1
B003KGBBSG,5.0,1
B003KGB6ZE,5.0,1
B003KEK4P4,5.0,1
B003KDCGHO,5.0,1
B003K8W5WK,5.0,1
B003K1VABO,5.0,1
B003K1RAJK,5.0,2
B003K0ZPN4,5.0,1
B003K0YLM0,5.0,1
B003KUVR04,5.0,1
B003KWGHBQ,5.0,1
B003L89LJO,5.0,1
B003KXJE4M,5.0,1
B003L870JM,5.0,1
B003L817U0,5.0,1
B003L62T7W,5.0,7
B003L62T1I,5.0,1
B003L53C2E,5.0,1
B003L2GPMG,5.0,1
B003L1AFL4,5.0,1
B003L1ADTI,5.0,1
B003L191PA,5.0,1
B003L18Z34,5.0,1
B003L18YFS,5.0,2
B003L18WVO,5.0,1
B003L18WTQ,5.0,1
B003L18RZU,5.0,3
B003L16YWS,5.0,1
B003L1508M,5.0,1
B003L14ZAQ,5.0,1
B003L14YFC,5.0,1
B003L14WB8,5.0,1
B003L139HG,5.0,4
B003L137Y6,5.0,2
B003L0QF3W,5.0,1
B003L0OUIE,5.0,1
B003KZJYBS,5.0,1
B003KYTPTU,5.0,1
B003M648ZM,5.0,1
B003M6A27A,5.0,1
B003M8NVFS,5.0,1
B003NZSSMQ,5.0,1
B003NXUMGI,5.0,1
B003NX68WU,5.0,1
B003NWXH9S,5.0,1
B003NVQULG,5.0,1
B003NVMHL8,5.0,1
B003NVMAWE,5.0,2
B003NVLWN2,5.0,1
B003NUIK4M,5.0,3
B003NUH8N6,5.0,1
B003NTSBGU,5.0,1
B003NSBLOK,5.0,3
B003NSBL9K,5.0,1
B003NQAIUU,5.0,1
B003NQ9U04,5.0,1
B003NQ2GSW,5.0,2
B003NQ26EQ,5.0,1
B003NNS09O,5.0,1
B003NMVG64,5.0,1
B003NLGR7I,5.0,1
B003NI5JWK,5.0,1
B003NG2WIG,5.0,2
B003NG11I8,5.0,1
B003NF83NU,5.0,1
B003NEPHAI,5.0,1
B003NDW824,5.0,1
B003NYQHFW,5.0,1
B003O3P5Y6,5.0,1
B003M8UR64,5.0,1
B003O45B9Y,5.0,1
B003ODU0P0,5.0,1
B003ODSVMY,5.0,2
B003OC9LZG,5.0,1
B003OBZSHC,5.0,2
B003OBZQVU,5.0,1
B003OBWPKU,5.0,1
B003OARVSC,5.0,1
B003OALACA,5.0,1
B003OAGOYE,5.0,1
B003O9FZUY,5.0,2
B003O9EAUA,5.0,1
B003O98UWE,5.0,1
B003O98TV6,5.0,1
B003O973PO,5.0,1
B003O91C9C,5.0,1
B003O8J1AU,5.0,1
B003O8J11Y,5.0,1
B003O86GZS,5.0,1
B003O868UG,5.0,1
B003O85I4I,5.0,1
B003O7ZALU,5.0,1
B003O5LLFG,5.0,2
B003O55U8K,5.0,2
B003O54DQK,5.0,1
B003O520JC,5.0,2
B003N8GVUY,5.0,10
B003N7O3EG,5.0,2
B003N7NO4Q,5.0,2
B003N70DL8,5.0,1
B003MQXY0C,5.0,1
B003MQO96U,5.0,2
B003MQ29B2,5.0,2
B003MPSHP0,5.0,3
B003MPOMI6,5.0,1
B003MOU9SE,5.0,1
B003MOKVB4,5.0,1
B003MOIOLS,5.0,1
B003MMY14Y,5.0,1
B003MKYUU6,5.0,1
B003MGB1EI,5.0,2
B003MGB0LW,5.0,1
B003MG9F78,5.0,1
B003MG9DR0,5.0,1
B003MEBTLK,5.0,1
B003MDSQE4,5.0,1
B003MD12UO,5.0,1
B003MB62WY,5.0,1
B003MB3A92,5.0,2
B003MB0YDC,5.0,1
B003MAZY6A,5.0,2
B003MATPQK,5.0,1
B003MATBLE,5.0,2
B003MA9HYU,5.0,1
B003MA961E,5.0,1
B003MRHOQG,5.0,2
B003MU5A1E,5.0,1
B003MUKRE4,5.0,1
B003N17BSM,5.0,1
B003N6UINC,5.0,2
B003N6O02W,5.0,1
B003N5C6Q0,5.0,1
B003N3JFWU,5.0,1
B003N3HDAQ,5.0,1
B003N3GRCQ,5.0,2
B003N349NU,5.0,1
B003N2LLG4,5.0,1
B003N2ICE8,5.0,1
B003N1ZTC2,5.0,3
B003N1MBKA,5.0,1
B003N17BRI,5.0,1
B003MULBEE,5.0,1
B003N0S9N4,5.0,1
B003MYLLCC,5.0,1
B003MY3F0I,5.0,1
B003MWJKVI,5.0,1
B003MVZ8QU,5.0,2
B003MVZ8Q0,5.0,2
B003MVZ8PQ,5.0,2
B003MVZ8NI,5.0,1
B003MVZ8MO,5.0,1
B003MUTKNI,5.0,1
B003MULNRY,5.0,1
B003UL91C4,5.0,1
B003ULP5PG,5.0,1
B003UMLPN6,5.0,1
B003ZQ8Y6S,5.0,1
B003ZM17RK,5.0,1
B003ZLO8RW,5.0,1
B003ZLAOY8,5.0,1
B003ZKAM3M,5.0,1
B003ZJ8QZY,5.0,1
B003ZJ644Y,5.0,2
B003ZI181Y,5.0,1
B003ZG9T62,5.0,5
B003ZEXG68,5.0,1
B003ZEMZJW,5.0,2
B003ZECK4M,5.0,1
B003ZDO01O,5.0,1
B003ZDNY0C,5.0,2
B003ZDNY02,5.0,1
B003ZDNXZI,5.0,1
B003ZDNXZ8,5.0,2
B003ZDNXYE,5.0,2
B003ZDNNDK,5.0,1
B003ZC65GS,5.0,1
B003ZA5M96,5.0,1
B003Z9S974,5.0,1
B003Z9O5ZO,5.0,1
B003Z9LBDS,5.0,1
B003Z95Q34,5.0,1
B003Z6ZR5O,5.0,1
B003ZM7YTA,5.0,7
B003ZRMRNS,5.0,2
B003Z6QH6M,5.0,1
B003ZS54VO,5.0,1
B003ZYEGOY,5.0,1
B003ZX87G8,5.0,2
B003ZX7VBU,5.0,1
B003ZX1SXC,5.0,1
B003ZX1M88,5.0,1
B003ZWPS3O,5.0,1
B003ZWN7DW,5.0,1
B003ZWFC12,5.0,1
B003ZW86A6,5.0,1
B003ZVPYKM,5.0,1
B003ZUXX3I,5.0,1
B003ZUXX1A,5.0,1
B003ZUXVRQ,5.0,1
B003ZUXVR6,5.0,1
B003ZU0WCI,5.0,1
B003ZTVDIQ,5.0,2
B003ZTKFEE,5.0,9
B003ZTFUE4,5.0,1
B003ZSHNH2,5.0,1
B003ZSHNGI,5.0,1
B003ZSHNFO,5.0,1
B003ZSHNF4,5.0,1
B003ZSHNEA,5.0,2
B003ZSHNE0,5.0,4
B003ZSBU8K,5.0,1
B003Z6ZHCM,5.0,1
B003Z6Q8Y8,5.0,1
B003UNF0K4,5.0,1
B003YHEY5I,5.0,1
B003YGMECE,5.0,4
B003YGJLWU,5.0,1
B003YFQ8HW,5.0,1
B003YFITC4,5.0,1
B003YFE1H6,5.0,2
B003YEEAG4,5.0,1
B003YDV6N0,5.0,1
B003YD9K1K,5.0,1
B003YCOL56,5.0,5
B003YC1KY6,5.0,1
B003YBVN08,5.0,1
B003YBPRHI,5.0,2
B003YBA2EG,5.0,1
B003Y8DIRC,5.0,4
B003Y8AZ8W,5.0,1
B003Y81K4K,5.0,1
B003Y7SBLG,5.0,1
B003Y7FX6M,5.0,1
B003Y74AXE,5.0,1
B003Y6182Q,5.0,1
B003Y5YMQ6,5.0,2
B003Y5XNQ6,5.0,1
B003Y5WWTU,5.0,1
B003Y5N8RU,5.0,1
B003Y5H17I,5.0,2
B003YGZJSU,5.0,1
B003YIFHJY,5.0,1
B003Z59EW2,5.0,1
B003YJ6KCQ,5.0,1
B003Z56BZA,5.0,1
B003Z4JBBM,5.0,1
B003Z2NIH2,5.0,2
B003Z2CRME,5.0,1
B003YVL34O,5.0,2
B003YVEZGM,5.0,1
B003YV64OI,5.0,2
B003YTYPU0,5.0,1
B003YTSXYO,5.0,2
B003YT8YTS,5.0,2
B003YT578O,5.0,1
B003YT0I4W,5.0,1
B003YSWNNW,5.0,2
B003YO2AJS,5.0,1
B003YO26D8,5.0,1
B003YNX3TU,5.0,1
B003YNSXTA,5.0,1
B003YNQ6DK,5.0,2
B003YNB86K,5.0,1
B003YM58XK,5.0,1
B003YM04NO,5.0,4
B003YLWHMQ,5.0,1
B003YLF7UK,5.0,1
B003YL4120,5.0,2
B003YJDZQA,5.0,1
B003ZYF3M8,5.0,11
B003ZYF3MI,5.0,2
B003ZZ2HDA,5.0,1
B0041EEWLO,5.0,1
B0041EAURO,5.0,1
B0041DUXYA,5.0,1
B0041DMFKA,5.0,1
B0041DECI8,5.0,1
B0041D6PHO,5.0,1
B0041CFFBM,5.0,1
B0041AB1E4,5.0,1
B0041A7AP8,5.0,1
B0041A762U,5.0,1
B0041A3JS0,5.0,1
B0041A1RU2,5.0,1
B00419ZU3S,5.0,2
B00419V4L0,5.0,4
B00417WE2K,5.0,1
B00415ZMF8,5.0,1
B00414TMXC,5.0,1
B00414SB2U,5.0,1
B00414ROKU,5.0,1
B00414O79Q,5.0,1
B00413PEZS,5.0,1
B00411DYI4,5.0,1
B00410CI9G,5.0,1
B0040ZM2MA,5.0,1
B0040ZJVDS,5.0,1
B0040ZBI9I,5.0,1
B0041EDRQ0,5.0,1
B0041EH4P0,5.0,1
B003ZZSVIK,5.0,3
B0041ES1TS,5.0,1
B0041OSAZ8,5.0,9
B0041ORN6U,5.0,2
B0041OPHWM,5.0,1
B0041OOFWA,5.0,1
B0041OODRM,5.0,1
B0041O42BE,5.0,1
B0041NWUJQ,5.0,2
B0041NMKX2,5.0,1
B0041MWTOI,5.0,1
B0041MP81Y,5.0,1
B0041MFLWU,5.0,1
B0041LX7AO,5.0,1
B0041IO6PM,5.0,1
B0041ICTOW,5.0,1
B0041I8UAO,5.0,2
B0041HPH88,5.0,1
B0041GK7KC,5.0,1
B0041GK5CC,5.0,1
B0041G6AI0,5.0,1
B0041G633W,5.0,3
B0041G5XFQ,5.0,2
B0041FV090,5.0,1
B0041FKKZ0,5.0,1
B0041FA6CM,5.0,1
B0041F2KIU,5.0,1
B0040Y8EMI,5.0,1
B0040XOH0W,5.0,2
B0040XMT70,5.0,1
B0040X4PTK,5.0,1
B0040G7TAY,5.0,1
B0040F7RQG,5.0,1
B0040BPIF2,5.0,1
B0040BPHJO,5.0,2
B0040BDOA8,5.0,1
B00409GA2O,5.0,1
B00409EJ40,5.0,2
B00409E9NG,5.0,1
B00407ZNE2,5.0,1
B00407YLEU,5.0,2
B00407W3CW,5.0,2
B0040723AO,5.0,6
B00407238Q,5.0,1
B004071ZXA,5.0,3
B004065DAC,5.0,3
B004060A0K,5.0,1
B00404SUZ4,5.0,2
B00400OSC2,5.0,1
B00400OSA4,5.0,1
B00400OS4A,5.0,1
B00400NL02,5.0,1
B00400NGOS,5.0,1
B00400CELE,5.0,1
B003ZZZ1N8,5.0,1
B003ZZYAIA,5.0,2
B0040GJJ4I,5.0,1
B0040HEU8W,5.0,1
B0040HT5IW,5.0,1
B0040NGWOQ,5.0,2
B0040X4NYW,5.0,1
B0040VNDKO,5.0,1
B0040UOP20,5.0,1
B0040UBU3W,5.0,1
B0040TH5NW,5.0,1
B0040QS8R2,5.0,1
B0040QQLSA,5.0,1
B0040QE998,5.0,2
B0040NPHLA,5.0,1
B0040NPGP2,5.0,2
B0040NIOFG,5.0,1
B0040N31C2,5.0,1
B0040IASMS,5.0,1
B0040MV82I,5.0,1
B0040L67QQ,5.0,1
B0040L3DAO,5.0,2
B0040L0ZZA,5.0,1
B0040JHMHQ,5.0,1
B0040JHGD6,5.0,1
B0040JHG86,5.0,4
B0040JBU7E,5.0,1
B0040J6PZ6,5.0,2
B0040J5DGI,5.0,1
B0040IO1RQ,5.0,4
B003Y5FRNS,5.0,2
B003Y5883O,5.0,1
B003Y4977Q,5.0,1
B003W64AQE,5.0,1
B003W47ZL8,5.0,1
B003W3JHJC,5.0,1
B003W125RA,5.0,1
B003VY83GU,5.0,1
B003VXI8UC,5.0,1
B003VWYBC2,5.0,3
B003VWW2KK,5.0,2
B003VWJT0G,5.0,1
B003VW9VI6,5.0,1
B003VW2RY6,5.0,1
B003VW20AW,5.0,1
B003VVYL46,5.0,1
B003VVXUS4,5.0,1
B003VVKN6G,5.0,1
B003VUN7IS,5.0,1
B003VTZE1M,5.0,1
B003VTZE0I,5.0,1
B003VTZ0DY,5.0,1
B003VTXY8M,5.0,1
B003VSBURU,5.0,1
B003VS8LQ8,5.0,1
B003VQT0B0,5.0,1
B003VPABUK,5.0,1
B003VPABRS,5.0,1
B003VOAPN4,5.0,1
B003W60BGC,5.0,1
B003WA0N70,5.0,2
B003WQ2RFK,5.0,1
B003WC9HM0,5.0,1
B003WPMEQ8,5.0,1
B003WPDICM,5.0,1
B003WOCIEM,5.0,1
B003WMVI2M,5.0,1
B003WM89UQ,5.0,1
B003WM5PO4,5.0,1
B003WM5J0O,5.0,1
B003WM51DO,5.0,1
B003WM3X8O,5.0,1
B003WM184A,5.0,1
B003WLUVF8,5.0,1
B003WKYCKY,5.0,1
B003WKXJE4,5.0,1
B003WJR694,5.0,2
B003WJR3OC,5.0,1
B003WIRFDW,5.0,2
B003WI9ULC,5.0,1
B003WHDBPO,5.0,1
B003WH72OA,5.0,1
B003WGMVL0,5.0,1
B003WGIYMK,5.0,1
B003WFBFZY,5.0,1
B003WE9WQO,5.0,2
B003WE9MNW,5.0,1
B003WE9MCI,5.0,1
B003VNKN1O,5.0,1
B003VKTJGW,5.0,4
B003VKR34C,5.0,1
B003VKPAPQ,5.0,1
B003V1YGT6,5.0,2
B003V18J58,5.0,1
B003V13RVE,5.0,1
B003V0I22O,5.0,1
B003UYUI8M,5.0,1
B003UYU14I,5.0,1
B003UYLW0U,5.0,1
B003UYGSV8,5.0,1
B003UVCWLG,5.0,1
B003UUEOPE,5.0,2
B003UU36G2,5.0,1
B003UU325C,5.0,1
B003UT6G5G,5.0,1
B003UT5GP2,5.0,1
B003UT2C4U,5.0,1
B003USPOLO,5.0,3
B003UPBEOS,5.0,1
B003UOOZAY,5.0,1
B003UOMWOK,5.0,1
B003UOKLJI,5.0,1
B003UNSK74,5.0,1
B003UNRHF0,5.0,1
B003UNOVCC,5.0,1
B003UNOJ24,5.0,1
B003UNFOVY,5.0,1
B003V2QIGY,5.0,1
B003V3IULY,5.0,1
B003V4VD0S,5.0,1
B003VAK89O,5.0,1
B003VJ9R9W,5.0,1
B003VIWK0G,5.0,1
B003VIQ4TO,5.0,1
B003VI5GZM,5.0,1
B003VGRDUK,5.0,2
B003VCW6G0,5.0,2
B003VC6Z4E,5.0,1
B003VBO4U2,5.0,1
B003VBKSWK,5.0,1
B003VBGQQ2,5.0,1
B003VANYGS,5.0,1
B003V9YC4C,5.0,1
B003V57TVO,5.0,1
B003V8D1ZY,5.0,1
B003V8B3F4,5.0,1
B003V8ATWC,5.0,1
B003V8AL98,5.0,1
B003V7BJ9U,5.0,3
B003V7AV2G,5.0,1
B003V75UIG,5.0,3
B003V74WG2,5.0,1
B003V5Q2D0,5.0,1
B003V5B76C,5.0,1
B003V5A5BA,5.0,1
B003WQ0OL4,5.0,1
B003WQ2T5S,5.0,1
B003Y3TS4Y,5.0,3
B003XWA3YU,5.0,1
B003XVKAGM,5.0,1
B003XU76O2,5.0,1
B003XU76MY,5.0,1
B003XU763S,5.0,1
B003XU6I28,5.0,1
B003XTRU58,5.0,1
B003XT3WUK,5.0,1
B003XRY4WC,5.0,1
B003XRNRB6,5.0,1
B003XRGXDK,5.0,1
B003XRD9UA,5.0,1
B003XQRN6W,5.0,1
B003XQO38S,5.0,1
B003XQNVXQ,5.0,1
B003XPT86Q,5.0,1
B003XOXFUM,5.0,1
B003XOPC1C,5.0,1
B003XNCZJU,5.0,1
B003XN4XJU,5.0,1
B003XMROKG,5.0,2
B003XMAD3G,5.0,1
B003XM5DT0,5.0,1
B003XM3VLC,5.0,1
B003XM3RYS,5.0,1
B003XLQX8G,5.0,1
B003XVMRRW,5.0,1
B003XWUX40,5.0,1
B003WQ4U0A,5.0,2
B003XX6M3A,5.0,1
B003Y3EJMU,5.0,2
B003Y3CJ2C,5.0,1
B003Y3BJ9Q,5.0,2
B003Y38GSS,5.0,1
B003Y32T6I,5.0,1
B003Y32T68,5.0,1
B003Y32PHG,5.0,1
B003Y2Z6X2,5.0,1
B003Y2YE3A,5.0,2
B003Y2WUJA,5.0,1
B003Y2WUJ0,5.0,2
B003Y2V0A0,5.0,1
B003Y2V09Q,5.0,1
B003Y2TD3G,5.0,3
B003Y2TD36,5.0,1
B003Y2PKAQ,5.0,1
B003Y2KCG8,5.0,1
B003Y2KCAY,5.0,2
B003Y2KC7W,5.0,2
B003Y2ILES,5.0,1
B003Y0CXX0,5.0,2
B003Y09H8E,5.0,2
B003XZAKY0,5.0,1
B003XY6HYS,5.0,3
B003XXO700,5.0,1
B003XLBY2Q,5.0,1
B003XKWLSS,5.0,5
B003XKS826,5.0,1
B003XJH1G6,5.0,1
B003X0MJZS,5.0,1
B003X0LXFU,5.0,1
B003X0BJB8,5.0,1
B003WY6122,5.0,1
B003WW0ILO,5.0,1
B003WVML9M,5.0,1
B003WVA6M6,5.0,1
B003WV8PKG,5.0,4
B003WV5DMO,5.0,1
B003WV5DME,5.0,3
B003WV5DLA,5.0,2
B003WV5DK6,5.0,2
B003WUX30E,5.0,1
B003WUX2XM,5.0,1
B003WUX2X2,5.0,1
B003WUBNAQ,5.0,1
B003WUBL0S,5.0,1
B003WU4MS6,5.0,1
B003WTU9CU,5.0,1
B003WTBY88,5.0,1
B003WT4XXG,5.0,1
B003WT20Q8,5.0,1
B003WSG9DE,5.0,1
B003WREJ6Y,5.0,1
B003WQ9S6G,5.0,1
B003X1EOHS,5.0,1
B003X1QAJ8,5.0,1
B003X26T70,5.0,1
B003XDU2Y0,5.0,6
B003XJBN92,5.0,1
B003XJ5QRM,5.0,1
B003XJ40F6,5.0,1
B003XII7X8,5.0,1
B003XGCE0M,5.0,1
B003XFGIKA,5.0,2
B003XEZGN6,5.0,1
B003XEZ33Y,5.0,1
B003XESDFO,5.0,2
B003XEOJU2,5.0,1
B003XDU484,5.0,1
B003XDU2XG,5.0,2
B003X26T7K,5.0,1
B003XDU2X6,5.0,2
B003XCVQ3C,5.0,1
B003XCPADY,5.0,1
B003XATM94,5.0,1
B003XA6IJ6,5.0,1
B003X9XM0U,5.0,1
B003X94LBY,5.0,1
B003X78QCG,5.0,1
B003X657VA,5.0,1
B003X3AJQ6,5.0,1
B003X38Y36,5.0,1
B003JZNZQY,5.0,1
B003JZC43O,5.0,1
B003JV3XZ6,5.0,2
B0037FQUMW,5.0,2
B0037BPDBU,5.0,1
B0037BHZLQ,5.0,1
B0037ATHF4,5.0,2
B00378YPB2,5.0,3
B00378KMG4,5.0,1
B00378KMF0,5.0,1
B00376ILO6,5.0,1
B003765X38,5.0,4
B00374IBCK,5.0,1
B00373LR68,5.0,1
B00372X8UC,5.0,1
B00372QLO2,5.0,1
B0037258L4,5.0,3
